date,code,name,store_name,value
2023-02-02,3,調味料,ekimae,"157,077"
2023-02-02,4,調理素材,inada,"18,701"
2023-02-02,4,調理素材,otofuke,"15,454"
2023-02-02,4,調理素材,ekimae,"49,084"
2023-02-02,5,クイックフーズ,inada,"143,205"
2023-02-02,5,クイックフーズ,otofuke,"97,272"
2023-02-02,5,クイックフーズ,ekimae,"203,018"
2023-02-02,6,グロサリーギフト,ekimae,"1,800"
2023-02-02,7,銘店,inada,350
2023-02-02,7,銘店,otofuke,"2,564"
2023-02-02,7,銘店,ekimae,"160,260"
2023-02-02,8,米,inada,"56,723"
2023-02-02,8,米,otofuke,"53,343"
2023-02-02,8,米,ekimae,"42,734"
2023-02-02,55,タバコ,inada,"60,373"
2023-02-02,55,タバコ,otofuke,"20,640"
2023-02-02,55,タバコ,ekimae,"60,178"
2023-02-02,74,飲料,inada,"128,118"
2023-02-02,74,飲料,otofuke,"84,669"
2023-02-02,74,飲料,ekimae,"215,814"
2023-02-02,9,酒類,inada,"76,493"
2023-02-02,9,酒類,otofuke,"76,177"
2023-02-02,9,酒類,ekimae,"209,768"
2023-02-02,273,ワイン,inada,"5,531"
2023-02-02,273,ワイン,otofuke,"14,928"
2023-02-02,273,ワイン,ekimae,"43,892"
2023-02-02,274,ビール類,inada,"87,814"
2023-02-02,274,ビール類,otofuke,"74,999"
2023-02-02,274,ビール類,ekimae,"127,753"
2023-02-03,1,菓　子,inada,"310,615"
2023-02-03,1,菓　子,otofuke,"321,536"
2023-02-03,1,菓　子,ekimae,"862,897"
2023-02-03,2,嗜好品,inada,"94,034"
2023-02-03,2,嗜好品,otofuke,"70,737"
2023-02-03,2,嗜好品,ekimae,"217,188"
2023-02-03,3,調味料,inada,"151,520"
2023-02-03,3,調味料,otofuke,"165,533"
2023-02-03,3,調味料,ekimae,"255,774"
2023-02-03,4,調理素材,inada,"28,352"
2023-02-03,4,調理素材,otofuke,"19,954"
2023-02-03,4,調理素材,ekimae,"61,951"
2023-02-03,5,クイックフーズ,inada,"173,775"
2023-02-03,5,クイックフーズ,otofuke,"196,877"
2023-02-03,5,クイックフーズ,ekimae,"304,247"
2023-02-03,6,グロサリーギフト,ekimae,"7,250"
2023-02-03,7,銘店,inada,"6,300"
2023-02-03,7,銘店,otofuke,"21,500"
2023-02-03,7,銘店,ekimae,"360,587"
2023-02-03,8,米,inada,"95,414"
2023-02-03,8,米,otofuke,"52,149"
2023-02-03,8,米,ekimae,"58,837"
2023-02-03,55,タバコ,inada,"42,191"
2023-02-03,55,タバコ,otofuke,"19,382"
2023-02-03,55,タバコ,ekimae,"108,069"
2023-02-03,74,飲料,inada,"179,265"
2023-02-03,74,飲料,otofuke,"161,652"
2023-02-03,74,飲料,ekimae,"287,794"
2023-02-03,9,酒類,inada,"88,710"
2023-02-03,9,酒類,otofuke,"174,796"
2023-02-03,9,酒類,ekimae,"272,161"
2023-02-03,273,ワイン,inada,"19,329"
2023-02-03,273,ワイン,otofuke,"19,008"
2023-02-03,273,ワイン,ekimae,"90,388"
2023-02-03,274,ビール類,inada,"169,922"
2023-02-03,274,ビール類,otofuke,"121,122"
2023-02-03,274,ビール類,ekimae,"226,280"
2023-02-04,1,菓　子,inada,"216,509"
2023-02-04,1,菓　子,otofuke,"250,197"
2023-02-04,1,菓　子,ekimae,"824,211"
2023-02-04,2,嗜好品,inada,"70,382"
2023-02-04,2,嗜好品,otofuke,"73,083"
2023-02-04,2,嗜好品,ekimae,"202,646"
2023-02-04,3,調味料,inada,"145,224"
2023-02-04,3,調味料,otofuke,"159,855"
2023-02-04,3,調味料,ekimae,"193,799"
2023-02-04,4,調理素材,inada,"26,811"
2023-02-04,4,調理素材,otofuke,"33,185"
2023-02-04,4,調理素材,ekimae,"47,457"
2023-02-04,5,クイックフーズ,inada,"152,715"
2023-02-04,5,クイックフーズ,otofuke,"209,547"
2023-02-04,5,クイックフーズ,ekimae,"236,583"
2023-02-04,6,グロサリーギフト,ekimae,"4,850"
2023-02-04,7,銘店,inada,"5,850"
2023-02-04,7,銘店,otofuke,"23,400"
2023-02-04,7,銘店,ekimae,"349,687"
2023-02-04,8,米,inada,"66,528"
2023-02-04,8,米,otofuke,"46,158"
2023-02-04,8,米,ekimae,"60,797"
2023-02-04,55,タバコ,inada,"45,919"
2023-02-04,55,タバコ,otofuke,"26,016"
2023-02-04,55,タバコ,ekimae,"87,880"
2023-02-04,74,飲料,inada,"152,970"
2023-02-04,74,飲料,otofuke,"168,446"
2023-02-04,74,飲料,ekimae,"335,741"
2023-02-04,9,酒類,inada,"115,385"
2023-02-04,9,酒類,otofuke,"167,437"
2023-02-04,9,酒類,ekimae,"309,214"
2023-02-04,273,ワイン,inada,"14,869"
2023-02-04,273,ワイン,otofuke,"22,149"
2023-02-04,273,ワイン,ekimae,"133,177"
2023-02-04,274,ビール類,inada,"157,807"
2023-02-04,274,ビール類,otofuke,"147,247"
2023-02-04,274,ビール類,ekimae,"231,848"
2023-02-05,1,菓　子,inada,"265,649"
2023-02-05,1,菓　子,otofuke,"333,413"
2023-02-05,1,菓　子,ekimae,"636,326"
2023-02-05,2,嗜好品,inada,"73,736"
2023-02-05,2,嗜好品,otofuke,"153,272"
2023-02-05,2,嗜好品,ekimae,"166,830"
2023-02-05,3,調味料,inada,"216,072"
2023-02-05,3,調味料,otofuke,"306,797"
2023-02-05,3,調味料,ekimae,"236,631"
2023-02-05,4,調理素材,inada,"30,124"
2023-02-05,4,調理素材,otofuke,"38,903"
2023-02-05,4,調理素材,ekimae,"37,384"
2023-02-05,5,クイックフーズ,inada,"201,245"
2023-02-05,5,クイックフーズ,otofuke,"291,193"
2023-02-05,5,クイックフーズ,ekimae,"268,087"
2023-02-05,7,銘店,inada,500
2023-02-05,7,銘店,otofuke,"29,900"
2023-02-05,7,銘店,ekimae,"259,147"
2023-02-05,8,米,inada,"106,323"
2023-02-05,8,米,otofuke,"134,014"
2023-02-05,8,米,ekimae,"53,911"
2023-02-05,55,タバコ,inada,"63,887"
2023-02-05,55,タバコ,otofuke,"31,328"
2023-02-05,55,タバコ,ekimae,"51,113"
2023-02-05,74,飲料,inada,"207,333"
2023-02-05,74,飲料,otofuke,"264,554"
2023-02-05,74,飲料,ekimae,"308,866"
2023-02-05,9,酒類,inada,"115,465"
2023-02-05,9,酒類,otofuke,"131,925"
2023-02-05,9,酒類,ekimae,"281,601"
2023-02-05,273,ワイン,inada,"12,964"
2023-02-05,273,ワイン,otofuke,"13,057"
2023-02-05,273,ワイン,ekimae,"118,834"
2023-02-05,274,ビール類,inada,"169,951"
2023-02-05,274,ビール類,otofuke,"176,977"
2023-02-05,274,ビール類,ekimae,"230,271"
2023-02-06,1,菓　子,inada,"151,611"
2023-02-06,1,菓　子,otofuke,"162,331"
2023-02-06,1,菓　子,ekimae,"682,663"
2023-02-06,2,嗜好品,inada,"58,608"
2023-02-06,2,嗜好品,otofuke,"50,807"
2023-02-06,2,嗜好品,ekimae,"167,124"
2023-02-06,3,調味料,inada,"102,024"
2023-02-06,3,調味料,otofuke,"121,196"
2023-02-06,3,調味料,ekimae,"196,826"
2023-02-06,4,調理素材,inada,"13,966"
2023-02-06,4,調理素材,otofuke,"23,828"
2023-02-06,4,調理素材,ekimae,"45,247"
2023-02-06,5,クイックフーズ,inada,"122,558"
2023-02-06,5,クイックフーズ,otofuke,"118,640"
2023-02-06,5,クイックフーズ,ekimae,"253,974"
2023-02-06,6,グロサリーギフト,ekimae,"5,000"
2023-02-06,7,銘店,inada,"1,550"
2023-02-06,7,銘店,otofuke,"17,685"
2023-02-06,7,銘店,ekimae,"286,941"
2023-02-06,8,米,inada,"50,134"
2023-02-06,8,米,otofuke,"54,494"
2023-02-06,8,米,ekimae,"36,858"
2023-02-06,55,タバコ,inada,"44,240"
2023-02-06,55,タバコ,otofuke,"12,699"
2023-02-06,55,タバコ,ekimae,"84,362"
2023-02-06,74,飲料,inada,"110,065"
2023-02-06,74,飲料,otofuke,"98,721"
2023-02-06,74,飲料,ekimae,"290,377"
2023-02-06,9,酒類,inada,"71,795"
2023-02-06,9,酒類,otofuke,"75,720"
2023-02-06,9,酒類,ekimae,"228,621"
2023-02-06,273,ワイン,inada,"12,213"
2023-02-06,273,ワイン,otofuke,"8,527"
2023-02-06,273,ワイン,ekimae,"67,748"
2023-02-06,274,ビール類,inada,"105,800"
2023-02-06,274,ビール類,otofuke,"63,997"
2023-02-06,274,ビール類,ekimae,"178,641"
2023-02-07,1,菓　子,inada,"333,025"
2023-02-07,1,菓　子,otofuke,"299,856"
2023-02-07,1,菓　子,ekimae,"895,361"
2023-02-07,2,嗜好品,inada,"120,713"
2023-02-07,2,嗜好品,otofuke,"76,798"
2023-02-07,2,嗜好品,ekimae,"295,356"
2023-02-07,3,調味料,inada,"252,367"
2023-02-07,3,調味料,otofuke,"240,109"
2023-02-07,3,調味料,ekimae,"342,983"
2023-02-07,4,調理素材,inada,"36,675"
2023-02-07,4,調理素材,otofuke,"32,464"
2023-02-07,4,調理素材,ekimae,"78,896"
2023-02-07,5,クイックフーズ,inada,"273,881"
2023-02-07,5,クイックフーズ,otofuke,"287,081"
2023-02-07,5,クイックフーズ,ekimae,"435,026"
2023-02-07,6,グロサリーギフト,ekimae,"3,000"
2023-02-07,7,銘店,inada,"2,850"
2023-02-07,7,銘店,otofuke,"26,178"
2023-02-07,7,銘店,ekimae,"311,206"
2023-02-07,8,米,inada,"128,887"
2023-02-07,8,米,otofuke,"155,052"
2023-02-07,8,米,ekimae,"90,282"
2023-02-07,55,タバコ,inada,"61,985"
2023-02-07,55,タバコ,otofuke,"48,417"
2023-02-07,55,タバコ,ekimae,"60,554"
2023-02-07,74,飲料,inada,"172,087"
2023-02-07,74,飲料,otofuke,"165,605"
2023-02-07,74,飲料,ekimae,"335,533"
2023-02-07,9,酒類,inada,"112,607"
2023-02-07,9,酒類,otofuke,"102,825"
2023-02-07,9,酒類,ekimae,"242,247"
2023-02-07,273,ワイン,inada,"11,938"
2023-02-07,273,ワイン,otofuke,"12,050"
2023-02-07,273,ワイン,ekimae,"72,809"
2023-02-07,274,ビール類,inada,"173,199"
2023-02-07,274,ビール類,otofuke,"91,403"
2023-02-07,274,ビール類,ekimae,"183,131"
2023-02-08,1,菓　子,inada,"159,360"
2023-02-08,1,菓　子,otofuke,"173,048"
2023-02-08,1,菓　子,ekimae,"789,542"
2023-02-08,2,嗜好品,inada,"47,122"
2023-02-08,2,嗜好品,otofuke,"42,590"
2023-02-08,2,嗜好品,ekimae,"197,722"
2023-02-08,3,調味料,inada,"95,120"
2023-02-08,3,調味料,otofuke,"93,905"
2023-02-08,3,調味料,ekimae,"213,862"
2023-02-08,4,調理素材,inada,"17,124"
2023-02-08,4,調理素材,otofuke,"19,392"
2023-02-08,4,調理素材,ekimae,"45,238"
2023-02-08,5,クイックフーズ,inada,"101,524"
2023-02-08,5,クイックフーズ,otofuke,"112,208"
2023-02-08,5,クイックフーズ,ekimae,"269,713"
2023-02-08,6,グロサリーギフト,ekimae,"6,000"
2023-02-08,7,銘店,inada,"1,000"
2023-02-08,7,銘店,otofuke,"38,567"
2023-02-08,7,銘店,ekimae,"277,599"
2023-02-08,8,米,inada,"75,204"
2023-02-08,8,米,otofuke,"38,894"
2023-02-08,8,米,ekimae,"56,955"
2023-02-08,55,タバコ,inada,"25,726"
2023-02-08,55,タバコ,otofuke,"20,752"
2023-02-08,55,タバコ,ekimae,"77,519"
2023-02-08,74,飲料,inada,"119,916"
2023-02-08,74,飲料,otofuke,"96,813"
2023-02-08,74,飲料,ekimae,"285,489"
2023-02-08,9,酒類,inada,"71,410"
2023-02-08,9,酒類,otofuke,"94,246"
2023-02-08,9,酒類,ekimae,"262,145"
2023-02-08,273,ワイン,inada,"7,300"
2023-02-08,273,ワイン,otofuke,"10,808"
2023-02-08,273,ワイン,ekimae,"99,344"
2023-02-08,274,ビール類,inada,"80,327"
2023-02-08,274,ビール類,otofuke,"100,566"
2023-02-08,274,ビール類,ekimae,"192,476"
2023-02-09,1,菓　子,inada,"210,817"
2023-02-09,1,菓　子,otofuke,"187,923"
2023-02-09,1,菓　子,ekimae,"688,701"
2023-02-09,2,嗜好品,inada,"57,622"
2023-02-09,2,嗜好品,otofuke,"56,652"
2023-02-09,2,嗜好品,ekimae,"192,656"
2023-02-09,3,調味料,inada,"105,824"
2023-02-09,3,調味料,otofuke,"120,738"
2023-02-09,3,調味料,ekimae,"212,293"
2023-02-09,4,調理素材,inada,"17,866"
2023-02-09,4,調理素材,otofuke,"21,767"
2023-02-09,4,調理素材,ekimae,"39,116"
2023-02-09,5,クイックフーズ,inada,"122,074"
2023-02-09,5,クイックフーズ,otofuke,"135,371"
2023-02-09,5,クイックフーズ,ekimae,"228,798"
2023-02-09,6,グロサリーギフト,inada,"5,200"
2023-02-09,6,グロサリーギフト,ekimae,"5,100"
2023-02-09,7,銘店,inada,"8,450"
2023-02-09,7,銘店,otofuke,"46,652"
2023-02-09,7,銘店,ekimae,"291,470"
2023-02-09,8,米,inada,"78,526"
2023-02-09,8,米,otofuke,"29,604"
2023-02-09,8,米,ekimae,"43,600"
2023-02-09,55,タバコ,inada,"49,890"
2023-02-09,55,タバコ,otofuke,"24,148"
2023-02-09,55,タバコ,ekimae,"53,332"
2023-02-09,74,飲料,inada,"105,832"
2023-02-09,74,飲料,otofuke,"112,479"
2023-02-09,74,飲料,ekimae,"267,716"
2023-02-09,9,酒類,inada,"79,206"
2023-02-09,9,酒類,otofuke,"91,122"
2023-02-09,9,酒類,ekimae,"250,691"
2023-02-09,273,ワイン,inada,"10,239"
2023-02-09,273,ワイン,otofuke,"10,749"
2023-02-09,273,ワイン,ekimae,"70,821"
2023-02-09,274,ビール類,inada,"85,835"
2023-02-09,274,ビール類,otofuke,"84,525"
2023-02-09,274,ビール類,ekimae,"167,497"
2023-02-10,1,菓　子,inada,"257,291"
2023-02-10,1,菓　子,otofuke,"232,766"
2023-02-10,1,菓　子,ekimae,"961,675"
2023-02-10,2,嗜好品,inada,"81,337"
2023-02-10,2,嗜好品,otofuke,"91,401"
2023-02-10,2,嗜好品,ekimae,"297,202"
2023-02-10,3,調味料,inada,"120,262"
2023-02-10,3,調味料,otofuke,"147,001"
2023-02-10,3,調味料,ekimae,"343,050"
2023-02-10,4,調理素材,inada,"23,985"
2023-02-10,4,調理素材,otofuke,"19,042"
2023-02-10,4,調理素材,ekimae,"75,965"
2023-02-10,5,クイックフーズ,inada,"147,489"
2023-02-10,5,クイックフーズ,otofuke,"143,982"
2023-02-10,5,クイックフーズ,ekimae,"351,777"
2023-02-10,6,グロサリーギフト,inada,400
2023-02-10,6,グロサリーギフト,ekimae,"11,300"
2023-02-10,7,銘店,inada,"6,700"
2023-02-10,7,銘店,otofuke,"39,756"
2023-02-10,7,銘店,ekimae,"277,485"
2023-02-10,8,米,inada,"62,610"
2023-02-10,8,米,otofuke,"65,330"
2023-02-10,8,米,ekimae,"99,443"
2023-02-10,55,タバコ,inada,"46,662"
2023-02-10,55,タバコ,otofuke,"31,831"
2023-02-10,55,タバコ,ekimae,"97,050"
2023-02-10,74,飲料,inada,"140,633"
2023-02-10,74,飲料,otofuke,"129,168"
2023-02-10,74,飲料,ekimae,"347,878"
2023-02-10,9,酒類,inada,"101,566"
2023-02-10,9,酒類,otofuke,"127,425"
2023-02-10,9,酒類,ekimae,"396,492"
2023-02-10,273,ワイン,inada,"12,494"
2023-02-10,273,ワイン,otofuke,"12,671"
2023-02-10,273,ワイン,ekimae,"133,924"
2023-02-10,274,ビール類,inada,"138,145"
2023-02-10,274,ビール類,otofuke,"102,794"
2023-02-10,274,ビール類,ekimae,"268,614"
2023-02-11,1,菓　子,inada,"338,061"
2023-02-11,1,菓　子,otofuke,"362,884"
2023-02-11,1,菓　子,ekimae,"983,551"
2023-02-11,2,嗜好品,inada,"137,953"
2023-02-11,2,嗜好品,otofuke,"245,400"
2023-02-11,2,嗜好品,ekimae,"260,961"
2023-02-11,3,調味料,inada,"238,772"
2023-02-11,3,調味料,otofuke,"260,077"
2023-02-11,3,調味料,ekimae,"295,683"
2023-02-11,4,調理素材,inada,"41,114"
2023-02-11,4,調理素材,otofuke,"36,010"
2023-02-11,4,調理素材,ekimae,"55,027"
2023-02-11,5,クイックフーズ,inada,"205,471"
2023-02-11,5,クイックフーズ,otofuke,"247,749"
2023-02-11,5,クイックフーズ,ekimae,"326,221"
2023-02-11,6,グロサリーギフト,otofuke,"1,900"
2023-02-11,6,グロサリーギフト,ekimae,"6,750"
2023-02-11,7,銘店,inada,"17,500"
2023-02-11,7,銘店,otofuke,"38,954"
2023-02-11,7,銘店,ekimae,"376,744"
2023-02-11,8,米,inada,"142,613"
2023-02-11,8,米,otofuke,"133,276"
2023-02-11,8,米,ekimae,"43,545"
2023-02-11,55,タバコ,inada,"47,181"
2023-02-11,55,タバコ,otofuke,"20,553"
2023-02-11,55,タバコ,ekimae,"56,873"
2023-02-11,74,飲料,inada,"230,105"
2023-02-11,74,飲料,otofuke,"257,372"
2023-02-11,74,飲料,ekimae,"382,920"
2023-02-11,9,酒類,inada,"163,362"
2023-02-11,9,酒類,otofuke,"172,784"
2023-02-11,9,酒類,ekimae,"424,547"
2023-02-11,273,ワイン,inada,"20,232"
2023-02-11,273,ワイン,otofuke,"21,305"
2023-02-11,273,ワイン,ekimae,"112,221"
2023-02-11,274,ビール類,inada,"158,358"
2023-02-11,274,ビール類,otofuke,"170,878"
2023-02-11,274,ビール類,ekimae,"274,300"
2023-02-12,1,菓　子,inada,"350,733"
2023-02-12,1,菓　子,otofuke,"356,841"
2023-02-12,1,菓　子,ekimae,"767,316"
2023-02-12,2,嗜好品,inada,"190,620"
2023-02-12,2,嗜好品,otofuke,"268,331"
2023-02-12,2,嗜好品,ekimae,"229,101"
2023-02-12,3,調味料,inada,"279,068"
2023-02-12,3,調味料,otofuke,"287,790"
2023-02-12,3,調味料,ekimae,"231,516"
2023-02-12,4,調理素材,inada,"35,902"
2023-02-12,4,調理素材,otofuke,"39,648"
2023-02-12,4,調理素材,ekimae,"44,014"
2023-02-12,5,クイックフーズ,inada,"222,768"
2023-02-12,5,クイックフーズ,otofuke,"229,736"
2023-02-12,5,クイックフーズ,ekimae,"302,584"
2023-02-12,6,グロサリーギフト,otofuke,"5,700"
2023-02-12,6,グロサリーギフト,ekimae,"9,000"
2023-02-12,7,銘店,inada,"9,350"
2023-02-12,7,銘店,otofuke,"46,197"
2023-02-12,7,銘店,ekimae,"316,148"
2023-02-12,8,米,inada,"143,615"
2023-02-12,8,米,otofuke,"130,743"
2023-02-12,8,米,ekimae,"67,349"
2023-02-12,55,タバコ,inada,"57,765"
2023-02-12,55,タバコ,otofuke,"34,890"
2023-02-12,55,タバコ,ekimae,"65,961"
2023-02-12,74,飲料,inada,"227,152"
2023-02-12,74,飲料,otofuke,"367,359"
2023-02-12,74,飲料,ekimae,"339,758"
2023-02-12,9,酒類,inada,"126,378"
2023-02-12,9,酒類,otofuke,"167,752"
2023-02-12,9,酒類,ekimae,"381,381"
2023-02-12,273,ワイン,inada,"9,386"
2023-02-12,273,ワイン,otofuke,"17,985"
2023-02-12,273,ワイン,ekimae,"114,796"
2023-02-12,274,ビール類,inada,"150,200"
2023-02-12,274,ビール類,otofuke,"159,967"
2023-02-12,274,ビール類,ekimae,"223,592"
2023-02-13,1,菓　子,inada,"271,062"
2023-02-13,1,菓　子,otofuke,"280,554"
2023-02-13,1,菓　子,ekimae,"907,689"
2023-02-13,2,嗜好品,inada,"75,863"
2023-02-13,2,嗜好品,otofuke,"55,123"
2023-02-13,2,嗜好品,ekimae,"197,566"
2023-02-13,3,調味料,inada,"132,057"
2023-02-13,3,調味料,otofuke,"128,513"
2023-02-13,3,調味料,ekimae,"215,273"
2023-02-13,4,調理素材,inada,"27,521"
2023-02-13,4,調理素材,otofuke,"17,737"
2023-02-13,4,調理素材,ekimae,"43,167"
2023-02-13,5,クイックフーズ,inada,"127,264"
2023-02-13,5,クイックフーズ,otofuke,"112,435"
2023-02-13,5,クイックフーズ,ekimae,"268,656"
2023-02-13,6,グロサリーギフト,otofuke,"5,000"
2023-02-13,6,グロサリーギフト,ekimae,"2,000"
2023-02-13,7,銘店,inada,"11,800"
2023-02-13,7,銘店,otofuke,"81,388"
2023-02-13,7,銘店,ekimae,"353,494"
2023-02-13,8,米,inada,"76,160"
2023-02-13,8,米,otofuke,"44,534"
2023-02-13,8,米,ekimae,"48,566"
2023-02-13,55,タバコ,inada,"63,844"
2023-02-13,55,タバコ,otofuke,"25,507"
2023-02-13,55,タバコ,ekimae,"72,669"
2023-02-13,74,飲料,inada,"132,211"
2023-02-13,74,飲料,otofuke,"122,119"
2023-02-13,74,飲料,ekimae,"290,222"
2023-02-13,9,酒類,inada,"108,467"
2023-02-13,9,酒類,otofuke,"106,060"
2023-02-13,9,酒類,ekimae,"286,710"
2023-02-13,273,ワイン,inada,"18,000"
2023-02-13,273,ワイン,otofuke,"11,574"
2023-02-13,273,ワイン,ekimae,"61,923"
2023-02-13,274,ビール類,inada,"105,327"
2023-02-13,274,ビール類,otofuke,"104,789"
2023-02-13,274,ビール類,ekimae,"190,847"
2023-02-14,1,菓　子,inada,"361,556"
2023-02-14,1,菓　子,otofuke,"288,335"
2023-02-14,1,菓　子,ekimae,"804,501"
2023-02-14,2,嗜好品,inada,"121,838"
2023-02-14,2,嗜好品,otofuke,"94,731"
2023-02-14,2,嗜好品,ekimae,"207,752"
2023-02-14,3,調味料,inada,"218,120"
2023-02-14,3,調味料,otofuke,"170,781"
2023-02-14,3,調味料,ekimae,"269,992"
2023-02-14,4,調理素材,inada,"37,469"
2023-02-14,4,調理素材,otofuke,"23,242"
2023-02-14,4,調理素材,ekimae,"51,043"
2023-02-14,5,クイックフーズ,inada,"230,147"
2023-02-14,5,クイックフーズ,otofuke,"155,213"
2023-02-14,5,クイックフーズ,ekimae,"276,570"
2023-02-14,6,グロサリーギフト,otofuke,"3,950"
2023-02-14,6,グロサリーギフト,ekimae,"8,000"
2023-02-14,7,銘店,inada,"18,200"
2023-02-14,7,銘店,otofuke,"76,250"
2023-02-14,7,銘店,ekimae,"219,942"
2023-02-14,8,米,inada,"92,269"
2023-02-14,8,米,otofuke,"83,453"
2023-02-14,8,米,ekimae,"45,990"
2023-02-14,55,タバコ,inada,"70,774"
2023-02-14,55,タバコ,otofuke,"56,693"
2023-02-14,55,タバコ,ekimae,"70,305"
2023-02-14,74,飲料,inada,"167,679"
2023-02-14,74,飲料,otofuke,"118,580"
2023-02-14,74,飲料,ekimae,"291,155"
2023-02-14,9,酒類,inada,"111,689"
2023-02-14,9,酒類,otofuke,"134,008"
2023-02-14,9,酒類,ekimae,"334,292"
2023-02-14,273,ワイン,inada,"8,400"
2023-02-14,273,ワイン,otofuke,"22,020"
2023-02-14,273,ワイン,ekimae,"83,933"
2023-02-14,274,ビール類,inada,"139,566"
2023-02-14,274,ビール類,otofuke,"97,113"
2023-02-14,274,ビール類,ekimae,"199,678"
2023-02-15,1,菓　子,inada,"169,167"
2023-02-15,1,菓　子,otofuke,"187,420"
2023-02-15,1,菓　子,ekimae,"653,597"
2023-02-15,2,嗜好品,inada,"68,255"
2023-02-15,2,嗜好品,otofuke,"53,850"
2023-02-15,2,嗜好品,ekimae,"294,077"
2023-02-15,3,調味料,inada,"116,316"
2023-02-15,3,調味料,otofuke,"136,673"
2023-02-15,3,調味料,ekimae,"365,964"
2023-02-15,4,調理素材,inada,"27,453"
2023-02-15,4,調理素材,otofuke,"22,098"
2023-02-15,4,調理素材,ekimae,"65,529"
2023-02-15,5,クイックフーズ,inada,"135,485"
2023-02-15,5,クイックフーズ,otofuke,"162,070"
2023-02-15,5,クイックフーズ,ekimae,"354,642"
2023-02-15,6,グロサリーギフト,otofuke,"1,900"
2023-02-15,6,グロサリーギフト,ekimae,"7,450"
2023-02-15,7,銘店,inada,"2,350"
2023-02-15,7,銘店,otofuke,"7,600"
2023-02-15,7,銘店,ekimae,"60,275"
2023-02-15,8,米,inada,"85,466"
2023-02-15,8,米,otofuke,"76,774"
2023-02-15,8,米,ekimae,"110,758"
2023-02-15,55,タバコ,inada,"40,214"
2023-02-15,55,タバコ,otofuke,"39,821"
2023-02-15,55,タバコ,ekimae,"131,571"
2023-02-15,74,飲料,inada,"138,843"
2023-02-15,74,飲料,otofuke,"120,969"
2023-02-15,74,飲料,ekimae,"303,100"
2023-02-15,9,酒類,inada,"100,665"
2023-02-15,9,酒類,otofuke,"96,801"
2023-02-15,9,酒類,ekimae,"265,116"
2023-02-15,273,ワイン,inada,"12,048"
2023-02-15,273,ワイン,otofuke,"10,969"
2023-02-15,273,ワイン,ekimae,"86,656"
2023-02-15,274,ビール類,inada,"89,561"
2023-02-15,274,ビール類,otofuke,"84,586"
2023-02-15,274,ビール類,ekimae,"238,368"
2023-02-16,1,菓　子,inada,"171,241"
2023-02-16,1,菓　子,otofuke,"153,778"
2023-02-16,1,菓　子,ekimae,"500,865"
2023-02-16,2,嗜好品,inada,"66,424"
2023-02-16,2,嗜好品,otofuke,"44,047"
2023-02-16,2,嗜好品,ekimae,"160,713"
2023-02-16,3,調味料,inada,"110,945"
2023-02-16,3,調味料,otofuke,"106,422"
2023-02-16,3,調味料,ekimae,"207,949"
2023-02-16,4,調理素材,inada,"23,409"
2023-02-16,4,調理素材,otofuke,"16,698"
2023-02-16,4,調理素材,ekimae,"40,723"
2023-02-16,5,クイックフーズ,inada,"121,051"
2023-02-16,5,クイックフーズ,otofuke,"106,260"
2023-02-16,5,クイックフーズ,ekimae,"227,965"
2023-02-16,6,グロサリーギフト,ekimae,"3,500"
2023-02-16,7,銘店,otofuke,"2,800"
2023-02-16,7,銘店,ekimae,"56,714"
2023-02-16,8,米,inada,"69,188"
2023-02-16,8,米,otofuke,"45,740"
2023-02-16,8,米,ekimae,"59,973"
2023-02-16,55,タバコ,inada,"33,784"
2023-02-16,55,タバコ,otofuke,"35,978"
2023-02-16,55,タバコ,ekimae,"94,062"
2023-02-16,74,飲料,inada,"106,595"
2023-02-16,74,飲料,otofuke,"118,131"
2023-02-16,74,飲料,ekimae,"276,988"
2023-02-16,9,酒類,inada,"75,013"
2023-02-16,9,酒類,otofuke,"90,035"
2023-02-16,9,酒類,ekimae,"245,579"
2023-02-16,273,ワイン,inada,"6,189"
2023-02-16,273,ワイン,otofuke,"9,908"
2023-02-16,273,ワイン,ekimae,"96,386"
2023-02-16,274,ビール類,inada,"104,321"
2023-02-16,274,ビール類,otofuke,"98,145"
2023-02-16,274,ビール類,ekimae,"193,638"
2023-02-17,1,菓　子,inada,"201,989"
2023-02-17,1,菓　子,otofuke,"194,866"
2023-02-17,1,菓　子,ekimae,"681,400"
2023-02-17,2,嗜好品,inada,"69,186"
2023-02-17,2,嗜好品,otofuke,"47,612"
2023-02-17,2,嗜好品,ekimae,"212,061"
2023-02-17,3,調味料,inada,"129,894"
2023-02-17,3,調味料,otofuke,"130,972"
2023-02-17,3,調味料,ekimae,"231,326"
2023-02-17,4,調理素材,inada,"26,396"
2023-02-17,4,調理素材,otofuke,"19,799"
2023-02-17,4,調理素材,ekimae,"63,477"
2023-02-17,5,クイックフーズ,inada,"137,543"
2023-02-17,5,クイックフーズ,otofuke,"138,408"
2023-02-17,5,クイックフーズ,ekimae,"323,106"
2023-02-17,7,銘店,otofuke,"3,550"
2023-02-17,7,銘店,ekimae,"86,832"
2023-02-17,8,米,inada,"47,947"
2023-02-17,8,米,otofuke,"46,679"
2023-02-17,8,米,ekimae,"56,781"
2023-02-17,55,タバコ,inada,"46,578"
2023-02-17,55,タバコ,otofuke,"39,027"
2023-02-17,55,タバコ,ekimae,"89,916"
2023-02-17,74,飲料,inada,"134,381"
2023-02-17,74,飲料,otofuke,"103,390"
